Well,Well Position,Cycle,Target Name,Rn,Delta Rn
16,B04,35,sample,"628,994.19",567004
16,B04,36,sample,"635,380.31",574511.13
16,B04,37,sample,"640,044.94",580296.75
16,B04,38,sample,"643,812.50",585185.31
16,B04,39,sample,"647,156.69",589650.5
16,B04,40,sample,"649,027.00",592641.81
17,B05,1,sample,"78,980.43",-8735
17,B05,2,sample,"80,355.70",-7498.55
17,B05,3,sample,"83,807.63",-4185.45
17,B05,4,sample,"86,508.68",-1623.22
17,B05,5,sample,"88,226.97",-43.76
17,B05,6,sample,"89,243.75",834.2
17,B05,7,sample,"89,355.17",806.79
17,B05,8,sample,"90,267.18",1579.98
17,B05,9,sample,"91,140.64",2314.61
17,B05,10,sample,"91,124.83",2159.97
17,B05,11,sample,"90,508.82",1405.14
17,B05,12,sample,"90,079.16",836.66
17,B05,13,sample,"89,995.52",614.19
17,B05,14,sample,"89,736.90",216.74
17,B05,15,sample,"89,114.65",-544.33
17,B05,16,sample,"88,644.57",-1153.24
17,B05,17,sample,"88,361.87",-1574.77
17,B05,18,sample,"88,431.95",-1643.51
17,B05,19,sample,"89,078.20",-1136.08
17,B05,20,sample,"90,115.76",-237.35
17,B05,21,sample,"91,281.63",789.7
17,B05,22,sample,"94,226.56",3595.8
17,B05,23,sample,"100,679.05",9909.46
17,B05,24,sample,"111,816.81",20908.4
17,B05,25,sample,"130,014.98",38967.75
17,B05,26,sample,"159,425.77",68239.7
17,B05,27,sample,"201,387.97",110063.09
17,B05,28,sample,"258,023.97",166560.25
17,B05,29,sample,"330,005.13",238402.59
17,B05,30,sample,"409,943.72",318202.34
17,B05,31,sample,"484,765.56",392885.38
17,B05,32,sample,"541,647.00",449628
17,B05,33,sample,"577,610.25",485452.41
17,B05,34,sample,"599,663.13",507366.47
17,B05,35,sample,"612,279.50",519844
17,B05,36,sample,"620,241.81",527667.5
17,B05,37,sample,"625,901.56",533188.44
17,B05,38,sample,"630,038.88",537186.94
17,B05,39,sample,"633,155.38",540164.56
17,B05,40,sample,"634,835.63",541706
18,B06,1,sample,"79,517.34",-4926.18
18,B06,2,sample,"80,815.14",-4599.82
18,B06,3,sample,"81,453.33",-4933.08
18,B06,4,sample,"83,257.90",-4099.96
18,B06,5,sample,"88,503.73",174.43
18,B06,6,sample,"90,986.02",1685.27
18,B06,7,sample,"92,861.18",2588.98
18,B06,8,sample,"94,942.55",3698.9
18,B06,9,sample,"95,365.94",3150.84
18,B06,10,sample,"95,843.84",2657.29
18,B06,11,sample,"95,705.36",1547.37
18,B06,12,sample,"95,805.77",676.33
18,B06,13,sample,"95,533.70",-567.18
18,B06,14,sample,"95,596.17",-1476.16
18,B06,15,sample,"95,922.02",-2121.76
18,B06,16,sample,"96,033.97",-2981.26
18,B06,17,sample,"96,911.27",-3075.4
18,B06,18,sample,"98,482.07",-2476.05
18,B06,19,sample,"100,568.69",-1360.88
18,B06,20,sample,"104,452.58",1551.56
18,B06,21,sample,"111,799.78",7927.32
18,B06,22,sample,"125,453.16",20609.24
18,B06,23,sample,"147,882.09",42066.73
18,B06,24,sample,"180,732.09",73945.29
18,B06,25,sample,"225,733.86",117975.6
18,B06,26,sample,"284,017.34",175287.64
18,B06,27,sample,"354,206.31",244505.16
18,B06,28,sample,"426,006.91",315334.31
18,B06,29,sample,"485,995.97",374351.94
18,B06,30,sample,"527,762.63",415147.13
18,B06,31,sample,"552,713.38",439126.44
18,B06,32,sample,"568,428.81",453870.44
18,B06,33,sample,"577,714.50",462184.66
18,B06,34,sample,"584,102.94",467601.66
18,B06,35,sample,"588,762.38",471289.66
18,B06,36,sample,"592,220.06",473775.88
18,B06,37,sample,"595,028.50",475612.88
18,B06,38,sample,"596,343.44",475956.38
18,B06,39,sample,"598,615.56",477257.03
18,B06,40,sample,"599,736.56",477406.59
19,B07,1,sample,"77,674.48",3878.5
19,B07,2,sample,"74,818.08",930.81
19,B07,3,sample,"73,490.20",-488.38
19,B07,4,sample,"73,786.09",-283.78
19,B07,5,sample,"73,971.80",-189.37
19,B07,6,sample,"74,067.88",-184.59
19,B07,7,sample,"74,564.39",220.62
19,B07,8,sample,"74,843.40",408.33
19,B07,9,sample,"75,218.63",692.27
19,B07,10,sample,"75,124.41",506.74
19,B07,11,sample,"74,758.18",49.22
19,B07,12,sample,"74,682.34",-117.92
19,B07,13,sample,"75,000.70",109.14
19,B07,14,sample,"74,928.90",-53.96
19,B07,15,sample,"74,872.07",-202.09
19,B07,16,sample,"75,138.93",-26.52
19,B07,17,sample,"75,130.19",-126.57
19,B07,18,sample,"75,034.91",-313.15
19,B07,19,sample,"75,128.12",-311.23
19,B07,20,sample,"75,918.95",388.3
19,B07,21,sample,"77,473.35",1851.4
19,B07,22,sample,"80,651.23",4937.99
19,B07,23,sample,"85,831.53",10026.99
19,B07,24,sample,"95,260.06",19364.22
19,B07,25,sample,"111,260.03",35272.89
19,B07,26,sample,"137,313.92",61235.48
19,B07,27,sample,"176,018.41",99848.66
19,B07,28,sample,"229,045.86",152784.83
19,B07,29,sample,"296,333.59",219981.25
19,B07,30,sample,"374,066.00",297622.38
19,B07,31,sample,"450,839.09",374304.16
19,B07,32,sample,"512,112.44",435486.22
19,B07,33,sample,"552,823.06",476105.53
19,B07,34,sample,"577,571.31",500762.47
19,B07,35,sample,"592,348.00",515447.88
19,B07,36,sample,"602,117.19",525125.75
19,B07,37,sample,"607,821.75",530739
19,B07,38,sample,"612,151.69",534977.69
19,B07,39,sample,"615,379.31",538114
19,B07,40,sample,"616,822.38",539465.75
20,B08,1,sample,"90,214.91",-1888.79
20,B08,2,sample,"90,548.74",-1379.06
